Title,Organization,URL,Rating,Languages Available,Enroll Information,Taught Language,Difficulty,Type,Duration,Data Science Skills Count,Engineering and Programming Skills Count,Mathematical Theory and Problem Solving Skills Count,Skills Count,Quizzes,Assignments
Architecting with Google Compute Engine,Google Cloud,https://www.coursera.org/specializations/gcp-architecture,4.7,0,187755,English,Intermediate,Specialization,3 - 6 Months,2,5,0,14,0,0
The Business of Health Care,University of Pennsylvania,https://www.coursera.org/specializations/healthcare-administration-management,4.6,22,22700,English,Beginner,Specialization,3 - 6 Months,1,0,1,30,0,0
Epic Games Game Design,Epic Games,https://www.coursera.org/professional-certificates/epic-games-game-design-professional-certificate,4.1,13,7559,English,Beginner,Professional Certificate,3 - 6 Months,1,2,0,2,0,0
Google Cloud Cybersecurity,Google Cloud,https://www.coursera.org/professional-certificates/google-cloud-cybersecurity-certificate,4.7,0,12584,English,Beginner,Professional Certificate,3 - 6 Months,6,4,3,17,0,0
Introduction to Programming with Python and Java,University of Pennsylvania,https://www.coursera.org/specializations/programming-python-java,4.4,22,56924,English,Beginner,Specialization,3 - 6 Months,4,0,1,23,0,0
Introduction to Healthcare,Stanford University,https://www.coursera.org/learn/intro-to-healthcare,4.8,22,56980,English,Beginner,Course,1 - 3 Months,1,0,0,8,0,20
Workday Basics Series,Workday,https://www.coursera.org/learn/workday-basics-series,4.7,21,26940,English,Beginner,Course,1 - 4 Weeks,1,4,0,19,0,20
Supply Chain Management,Rutgers the State University of New Jersey,https://www.coursera.org/specializations/supply-chain-management,4.7,22,197433,English,Beginner,Specialization,3 - 6 Months,1,1,1,10,0,0
Project Execution: Running the Project,Google,https://www.coursera.org/learn/project-execution-google,4.8,11,416146,English,Beginner,Course,1 - 3 Months,3,1,0,2,10,17
Preparing for Google Cloud Certification: Cloud DevOps Engineer,Google Cloud,https://www.coursera.org/professional-certificates/sre-devops-engineer-google-cloud,4.7,0,37838,English,Beginner,Professional Certificate,3 - 6 Months,0,0,0,1,0,0
Graphic Design,California Institute of the Arts,https://www.coursera.org/specializations/graphic-design,4.7,24,395558,English,Beginner,Specialization,3 - 6 Months,0,0,0,1,0,0
Learn SQL Basics for Data Science,"University of California, Davis",https://www.coursera.org/specializations/learn-sql-basics-data-science,4.6,22,268266,English,Beginner,Specialization,3 - 6 Months,7,2,1,17,0,0
Microsoft Cybersecurity Analyst,Microsoft,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,4.7,22,84831,English,Beginner,Professional Certificate,3 - 6 Months,2,4,0,7,0,0
Medical Billing and Coding Fundamentals,MedCerts,https://www.coursera.org/specializations/medical-billing-coding-fundamentals,4.8,21,33930,English,Beginner,Specialization,3 - 6 Months,1,0,1,4,0,0
Google Cloud Database Engineer,Google Cloud,https://www.coursera.org/specializations/google-cloud-database-engineer,4.7,0,9978,English,Intermediate,Specialization,3 - 6 Months,5,4,0,14,0,0
Preparing for Google Cloud Certification: Cloud Security Engineer,Google Cloud,https://www.coursera.org/professional-certificates/google-cloud-security,4.7,0,26915,English,Intermediate,Professional Certificate,3 - 6 Months,1,5,0,18,0,0
Preparing for Google Cloud Certification: Cloud Developer,Google Cloud,https://www.coursera.org/professional-certificates/google-cloud-developer,4.7,0,11026,English,Intermediate,Professional Certificate,3 - 6 Months,2,5,0,16,0,0
Generative AI Engineering with LLMs,IBM,https://www.coursera.org/specializations/generative-ai-engineering-with-llms,4.5,21,3027,English,Intermediate,Specialization,3 - 6 Months,2,0,0,2,0,0
"IBM Deep Learning with PyTorch, Keras and Tensorflow",IBM,https://www.coursera.org/professional-certificates/ibm-deep-learning-with-pytorch-keras-tensorflow,4.5,22,0,English,Intermediate,Professional Certificate,3 - 6 Months,10,3,1,20,0,0
Introduction to Generative AI for Software Development,DeepLearning.AI,https://www.coursera.org/learn/introduction-to-generative-ai-for-software-development,4.7,0,19357,English,Beginner,Course,1 - 4 Weeks,2,0,0,1,0,6
Construction Management,Columbia University,https://www.coursera.org/specializations/construction-management,4.7,22,116144,English,Beginner,Specialization,3 - 6 Months,1,1,2,31,0,0
Preparing for Google Cloud Certification: Cloud Network Engineer,Google Cloud,https://www.coursera.org/professional-certificates/google-cloud-networking,4.7,0,15830,English,Intermediate,Professional Certificate,3 - 6 Months,1,3,0,9,0,0
Analyze Data to Answer Questions,Google,https://www.coursera.org/learn/analyze-data,4.6,11,626704,English,Beginner,Course,1 - 4 Weeks,4,0,0,4,30,0
Google Professional Workspace Administrator,Google Cloud,https://www.coursera.org/professional-certificates/g-suite-administration,4.7,0,42452,English,Beginner,Professional Certificate,1 - 4 Weeks,2,3,0,24,0,0
Search Engine Optimization (SEO),"University of California, Davis",https://www.coursera.org/specializations/seo,4.6,22,228310,English,Beginner,Specialization,3 - 6 Months,3,1,1,16,0,0
Business Analytics with Excel: Elementary to Advanced,Johns Hopkins University,https://www.coursera.org/learn/business-analytics-excel,4.8,22,462289,English,Intermediate,Course,1 - 3 Months,4,0,0,9,0,23
Writing in the Sciences,Stanford University,https://www.coursera.org/learn/sciwrite,4.9,22,534866,English,Beginner,Course,1 - 3 Months,1,0,0,1,0,8
Google Cloud Digital Leader Training,Google Cloud,https://www.coursera.org/professional-certificates/google-cloud-digital-leader-training,4.7,0,52018,English,Beginner,Professional Certificate,3 - 6 Months,3,2,0,10,0,0
Salesforce Sales Operations,Salesforce,https://www.coursera.org/professional-certificates/salesforce-sales-operations,4.6,24,63223,English,Beginner,Professional Certificate,3 - 6 Months,4,1,0,17,0,0
Think like a CFO,IESE Business School,https://www.coursera.org/specializations/thinklikeacfo,4.8,22,19220,English,Beginner,Specialization,3 - 6 Months,1,0,0,11,0,0
Preparing for Google Cloud Certification: Machine Learning Engineer,Google Cloud,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,4.5,21,50025,English,Intermediate,Professional Certificate,3 - 6 Months,12,6,1,29,0,0
"Unsupervised Learning, Recommenders, Reinforcement Learning",DeepLearning.AI,https://www.coursera.org/learn/unsupervised-learning-recommenders-reinforcement-learning,4.9,21,236015,English,Beginner,Course,1 - 4 Weeks,3,1,1,10,0,8
Mergers and Acquisitions,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/mergersandacquisitions,4.6,21,16485,English,Intermediate,Specialization,3 - 6 Months,3,0,0,14,0,0
Pharmacy Technician Fundamentals,MedCerts,https://www.coursera.org/specializations/pharmacy-technician-fundamentals,4.8,21,7331,English,Beginner,Specialization,3 - 6 Months,1,0,0,3,0,0
Financial Engineering and Risk Management,Columbia University,https://www.coursera.org/specializations/financialengineering,4.5,22,27489,English,Intermediate,Specialization,3 - 6 Months,3,2,2,9,0,0
AWS Cloud Solutions Architect,Amazon Web Services,https://www.coursera.org/professional-certificates/aws-cloud-solutions-architect,4.8,25,65740,English,Intermediate,Professional Certificate,3 - 6 Months,7,3,0,18,0,0
The Science of Well-Being,Yale University,https://www.coursera.org/learn/the-science-of-well-being,4.9,21,4793429,English,Mixed,Course,1 - 3 Months,1,0,0,1,0,8
Foundations of Management,IESE Business School,https://www.coursera.org/specializations/foundations-management,4.8,22,38857,English,Beginner,Specialization,3 - 6 Months,1,0,0,26,0,0
Capstone: Applying Project Management in the Real World,Google,https://www.coursera.org/learn/applying-project-management,4.8,11,350718,English,Beginner,Course,1 - 4 Weeks,1,0,1,5,18,20
"Assets, Threats, and Vulnerabilities",Google,https://www.coursera.org/learn/assets-threats-and-vulnerabilities,4.8,11,208363,English,Beginner,Course,1 - 4 Weeks,1,1,0,3,26,0
Networking in Google Cloud,Google Cloud,https://www.coursera.org/specializations/networking-google-cloud-platform,4.7,0,40132,English,Intermediate,Specialization,3 - 6 Months,1,3,0,8,0,0
Tableau Business Intelligence Analyst,Tableau Learning Partner,https://www.coursera.org/professional-certificates/tableau-business-intelligence-analyst,4.7,24,35071,English,Beginner,Professional Certificate,3 - 6 Months,4,0,0,9,0,0
Mathematics for Machine Learning,Imperial College London,https://www.coursera.org/specializations/mathematics-machine-learning,4.6,24,221297,English,Beginner,Specialization,3 - 6 Months,6,3,6,18,0,0
Operating Systems and You: Becoming a Power User,Google,https://www.coursera.org/learn/os-power-user,4.7,11,544365,English,Beginner,Course,1 - 3 Months,1,1,0,2,17,0
Linear Algebra for Machine Learning and Data Science,DeepLearning.AI,https://www.coursera.org/learn/machine-learning-linear-algebra,4.6,22,137674,English,Intermediate,Course,1 - 4 Weeks,2,0,1,3,0,9
Security in Google Cloud,Google Cloud,https://www.coursera.org/specializations/security-google-cloud-platform,4.7,0,41332,English,Intermediate,Specialization,3 - 6 Months,1,5,0,16,0,0
People and Soft Skills for Professional and Personal Success,IBM,https://www.coursera.org/specializations/people-and-soft-skills-for-professional-success,4.7,23,34140,English,Beginner,Specialization,1 - 3 Months,1,0,2,10,0,0
AWS Fundamentals,Amazon Web Services,https://www.coursera.org/specializations/aws-fundamentals,4.8,25,232337,English,Beginner,Specialization,1 - 3 Months,6,6,0,27,0,0
Microsoft Project Management,Microsoft,https://www.coursera.org/professional-certificates/microsoft-project-management,4.7,0,21226,English,Beginner,Professional Certificate,3 - 6 Months,1,0,1,4,0,0
Data Analysis with R Programming,Google,https://www.coursera.org/learn/data-analysis-r,4.8,11,621308,English,Beginner,Course,1 - 3 Months,6,2,0,5,37,0
Developing Applications with Google Cloud,Google Cloud,https://www.coursera.org/specializations/developing-apps-gcp,4.7,0,80119,English,Intermediate,Specialization,3 - 6 Months,2,4,0,13,0,0
Project Management,University of Colorado Boulder,https://www.coursera.org/specializations/meem-project-management,4.8,21,27098,English,Beginner,Specialization,1 - 3 Months,3,1,0,20,0,0
Strategic Leadership and Management,University of Illinois Urbana-Champaign,https://www.coursera.org/specializations/strategic-leadership,4.8,22,134458,English,Beginner,Specialization,3 - 6 Months,1,1,0,34,0,0
AWS Cloud Technology Consultant,Amazon Web Services,https://www.coursera.org/professional-certificates/aws-cloud-technology-consultant,4.8,25,21489,English,Beginner,Professional Certificate,3 - 6 Months,7,4,0,21,0,0
Algorithms,Stanford University,https://www.coursera.org/specializations/algorithms,4.8,22,121153,English,Intermediate,Specialization,3 - 6 Months,3,4,6,13,0,0
Artificial Intelligence in Marketing,University of Virginia,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing,4.6,22,41697,English,Beginner,Course,1 - 4 Weeks,2,1,0,10,0,11
Machine Learning in Production,DeepLearning.AI,https://www.coursera.org/learn/introduction-to-machine-learning-in-production,4.8,22,126807,English,Intermediate,Course,1 - 4 Weeks,2,0,0,3,0,6
AWS Cloud Support Associate,Amazon Web Services,https://www.coursera.org/professional-certificates/aws-cloud-support-associate,4.8,25,3885,English,Beginner,Professional Certificate,3 - 6 Months,3,2,0,15,0,0
ADP Entry-Level Payroll Specialist,"Automatic Data Processing, Inc. (ADP)",https://www.coursera.org/professional-certificates/adp-payroll-specialist,4.7,0,7543,English,Beginner,Professional Certificate,3 - 6 Months,3,0,2,3,0,0
AI for Medicine,DeepLearning.AI,https://www.coursera.org/specializations/ai-for-medicine,4.7,22,47260,English,Intermediate,Specialization,1 - 3 Months,6,2,1,7,0,0
Private Equity and Venture Capital,Università Bocconi,https://www.coursera.org/learn/private-equity,4.8,22,276847,English,Mixed,Course,1 - 3 Months,1,0,0,10,0,5
Intellectual Property Law,University of Pennsylvania,https://www.coursera.org/specializations/introduction-intellectual-property,4.8,22,26202,English,Intermediate,Specialization,3 - 6 Months,1,0,1,8,0,0
From Likes to Leads: Interact with Customers Online,Google,https://www.coursera.org/learn/from-likes-to-leads,4.8,11,208339,English,Beginner,Course,1 - 3 Months,3,0,0,8,12,12
Bookkeeping Basics,Intuit,https://www.coursera.org/learn/bookkeeping-basics,4.6,24,221033,English,Beginner,Course,1 - 4 Weeks,1,0,0,4,0,18
Introduction to Data Engineering,DeepLearning.AI,https://www.coursera.org/learn/intro-to-data-engineering,4.8,0,15807,English,Intermediate,Course,1 - 4 Weeks,2,0,0,1,0,6
Share Data Through the Art of Visualization,Google,https://www.coursera.org/learn/visualize-data,4.6,11,587576,English,Beginner,Course,1 - 4 Weeks,4,0,0,5,23,0
Crash Course on Python,Google,https://www.coursera.org/learn/python-crash-course,4.8,11,1165455,English,Beginner,Course,1 - 3 Months,4,2,0,3,10,7
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,https://www.coursera.org/learn/deep-neural-network,4.9,22,582397,English,Intermediate,Course,1 - 4 Weeks,7,3,2,12,0,3
Psychological First Aid,Johns Hopkins University,https://www.coursera.org/learn/psychological-first-aid,4.8,22,561797,English,Mixed,Course,1 - 3 Months,1,0,0,3,0,4
Leadership Skills,IIMA - IIM Ahmedabad,https://www.coursera.org/learn/leadershipskills,4.8,22,187797,English,Beginner,Course,1 - 3 Months,1,2,0,5,0,24
IBM Program Manager,IBM,https://www.coursera.org/professional-certificates/ibm-program-manager,4.8,24,2796,English,Beginner,Professional Certificate,3 - 6 Months,0,0,0,1,0,0
Getting started with Google Workspace,Google Cloud,https://www.coursera.org/specializations/getting-started-with-google-workspace,4.7,0,28661,English,Beginner,Specialization,3 - 6 Months,5,3,1,31,0,0
Reinforcement Learning,University of Alberta,https://www.coursera.org/specializations/reinforcement-learning,4.7,22,54866,English,Intermediate,Specialization,3 - 6 Months,5,3,1,14,0,0
Agile Development,University of Virginia,https://www.coursera.org/specializations/agile-development,4.7,22,61236,English,Beginner,Specialization,3 - 6 Months,3,2,1,16,0,0
Prompt Engineering for ChatGPT,Vanderbilt University,https://www.coursera.org/learn/prompt-engineering,4.8,21,350818,English,Beginner,Course,1 - 3 Months,1,0,1,3,0,7
Programming for Everybody (Getting Started with Python),University of Michigan,https://www.coursera.org/learn/python,4.8,24,3208300,English,Beginner,Course,1 - 3 Months,3,4,2,10,5,0
Adobe Content Creator,Adobe,https://www.coursera.org/professional-certificates/adobe-content-creator,4.6,0,6257,English,Beginner,Professional Certificate,3 - 6 Months,1,0,0,5,0,0
TensorFlow: Advanced Techniques,DeepLearning.AI,https://www.coursera.org/specializations/tensorflow-advanced-techniques,4.8,22,34792,English,Intermediate,Specialization,3 - 6 Months,8,3,0,16,0,0
Entrepreneurship: Growing Your Business,University of Virginia,https://www.coursera.org/specializations/entrepreneurship-growing-your-business,4.8,22,30513,English,Beginner,Specialization,3 - 6 Months,1,0,2,30,0,0
DevOps on AWS,Amazon Web Services,https://www.coursera.org/specializations/aws-devops,4.8,25,40960,English,Intermediate,Specialization,1 - 3 Months,1,2,0,14,0,0
"Python for Data Science, AI & Development",IBM,https://www.coursera.org/learn/python-for-applied-data-science-ai,4.6,24,1034487,English,Beginner,Course,1 - 3 Months,5,2,0,3,0,22
